"代碼","學校名稱","系組名稱","國文權重","英文權重","數學權重","社會權重","自然權重","第一階段最低篩選標準"
"419010","大同技術學院","商業經營與設計系","1.00","1.00","1.00","1.00","1.00","18.67"
"419011","大同技術學院","茶文化與事業經營學士學位學程","1.00","1.00","1.00","1.00","1.00","24.00"
"420001","亞太創意技術學院","陶瓷創意設計系","1.00","1.00","1.00","1.00","1.00","28.00"
"420002","亞太創意技術學院","視覺傳達設計系","1.00","1.00","1.00","1.00","1.00","26.67"
"420003","亞太創意技術學院","數位媒體設計系動漫藝術組","1.00","1.00","1.00","1.00","1.00","25.33"
"420004","亞太創意技術學院","數位媒體設計系流行音樂與影視傳播組","1.00","1.00","1.00","1.00","1.00","25.33"
"420005","亞太創意技術學院","數位科技設計系","1.00","1.00","1.00","1.00","1.00","29.33"
"420006","亞太創意技術學院","休閒運動保健系","1.00","1.00","1.00","1.00","1.00","24.00"
"420007","亞太創意技術學院","觀光餐旅系","1.00","1.00","1.00","1.00","1.00","24.00"
"420008","亞太創意技術學院","寵物美容學士學位學程","1.00","1.00","1.00","1.00","1.00","26.67"
"420009","亞太創意技術學院","茶業技術應用系","1.00","1.00","1.00","1.00","1.00","24.00"
"423001","臺灣觀光學院","餐飲管理系","1.00","1.00","1.00","1.00","1.00","21.33"
"423002","臺灣觀光學院","觀光旅遊系","1.00","1.00","1.00","1.00","1.00","22.67"
"423003","臺灣觀光學院","觀光休閒系","1.00","1.00","1.00","1.00","1.00","21.33"
"423004","臺灣觀光學院","廚藝管理系","1.00","1.00","1.00","1.00","1.00","25.33"
"423005","臺灣觀光學院","旅館管理系","1.00","1.00","1.00","1.00","1.00","25.33"
"423006","臺灣觀光學院","銀髮族健康管理系","1.00","1.00","1.00","1.00","1.00","24.00"
"424001","台北海洋技術學院","航海系（士林校區）","1.00","1.50","1.20","1.00","1.00","58.71"
"424002","台北海洋技術學院","海洋運動休閒系（士林校區）","1.00","1.00","1.00","1.00","1.00","28.00"
"424003","台北海洋技術學院","海空物流與行銷系（淡水校本部）","1.00","1.00","1.00","1.00","1.00","56.00"
"424004","台北海洋技術學院","數位遊戲與動畫設計系（淡水校本部）","1.00","1.00","1.00","1.00","0.00","56.67"
"424005","台北海洋技術學院","時尚造型設計管理系寵物美容設計組（淡水校本部）","1.00","1.00","1.00","1.00","1.00","53.33"
"424006","台北海洋技術學院","健康照顧社會工作系（淡水校本部）","1.00","1.00","1.00","1.00","1.00","16.00"
